issuer,validity_start,validity_end,sha256_fingerprint,cert_length,public_key_length,secure_connection,encryption,website,category
Go Daddy Secure Certificate Authority - G2,10-Apr-24,12-May-25,F2:9F:69:99:84:BB:75:11:36:77:4F:68:F9:2D:49:1A:20:35:2F:E9:07:FF:B2:E0:03:A1:0A:9C:6F:0A:E5:B1,1951,4096,TRUE,"('ECDHE-RSA-AES128-GCM-SHA256', 'TLSv1.2', 128)",thriftbooks.com,Shopping/E-commerce
Go Daddy Secure Certificate Authority - G2,07-Aug-23,07-Sep-24,52:99:83:F1:79:35:F2:86:6A:93:3C:DD:97:4A:0D:8D:62:3B:DC:E9:8B:21:92:45:62:5D:9B:DE:9A:1F:27:77,2270,2048,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",alibris.com,Shopping/E-commerce
WE1,26-Jul-24,24-Oct-24,B2:8F:F3:C2:BD:A2:25:52:60:04:5E:AE:40:8F:CE:79:A4:89:3B:A9:D5:A1:F2:A6:E7:51:BA:B3:BC:4E:13:3E,962,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",betterworldbooks.com,Shopping/E-commerce
WE1,10-Aug-24,08-Nov-24,2F:C9:AF:5B:37:18:D9:80:2C:1F:07:E8:68:52:AE:A1:59:63:9D:F1:DA:40:D8:81:59:FD:95:5C:F5:8C:1E:5A,936,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",wordery.com,Shopping/E-commerce
Amazon RSA 2048 M03,02-Apr-24,01-May-25,80:6E:FE:18:F4:E9:72:64:32:54:FA:D2:D9:EA:5D:B7:C5:9A:92:3D:A2:95:DD:41:08:9A:98:6D:B6:47:B5:5F,2533,2048,TRUE,"('ECDHE-RSA-AES128-GCM-SHA256', 'TLSv1.2', 128)",abebooks.com,Shopping/E-commerce
GlobalSign Atlas R3 DV TLS CA 2024 Q1,04-Apr-24,06-May-25,A3:70:37:25:17:58:70:96:F1:A9:AA:88:59:5C:7C:01:E0:8E:09:A1:14:A5:1B:EC:EB:29:ED:0D:1D:36:C5:51,1627,2048,TRUE,"('ECDHE-RSA-AES128-GCM-SHA256', 'TLSv1.2', 128)",meetup.com,Social Media
WE1,19-Aug-24,17-Nov-24,80:05:D8:AD:11:69:69:41:C7:BD:AD:71:08:01:43:F0:E3:61:17:07:C6:95:8E:3A:91:7B:5E:59:2F:81:41:15,946,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",classmates.com,Social Media
Amazon RSA 2048 M02,25-Aug-24,22-Sep-25,05:8B:07:FF:A1:D1:6F:C2:37:69:BD:4F:4E:FF:7E:7B:02:BB:3D:36:76:D2:60:8C:46:35:0C:2D:A1:1D:CA:9B,1504,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",deviantart.com,Social Media
E5,06-Jul-24,04-Oct-24,50:3B:A0:B0:99:75:24:66:A2:97:8E:0F:E3:8E:77:C0:43:F6:A8:E9:4E:DD:0D:D8:3C:38:AD:79:51:CB:0E:44,947,256,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",blackplanet.com,Social Media
Amazon RSA 2048 M03,27-Jun-24,26-Jul-25,B4:97:B1:FB:F8:0D:E1:D2:96:B6:67:ED:24:16:58:7D:1A:80:74:51:09:11:32:52:B0:80:CD:11:A4:6E:68:62,1504,2048,TRUE,"('ECDHE-RSA-AES128-GCM-SHA256', 'TLSv1.2', 128)",stumbleupon.com,Social Media
R11,20-Jul-24,18-Oct-24,40:F7:C8:E0:EE:9F:DF:27:61:68:AC:34:CE:2D:38:BD:9D:32:DE:33:F7:DE:29:F1:99:92:47:63:CE:28:ED:65,1269,2048,TRUE,"('ECDHE-RSA-AES256-GCM-SHA384', 'TLSv1.2', 256)",xanga.com,Social Media
E5,23-Jul-24,21-Oct-24,FC:A1:B4:AC:25:24:07:79:1C:F6:78:15:61:7B:A9:E7:AE:5C:BC:9E:0C:CA:C8:2D:6F:D2:B1:1D:2D:ED:D1:64,929,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",peach.com,Social Media
WE1,12-Aug-24,10-Nov-24,A5:DF:76:D7:15:AD:23:6C:48:8E:16:FD:28:0B:34:2A:7A:EE:80:41:53:D1:FF:CF:DD:53:9F:45:B2:34:7D:8D,926,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",ello.co,Social Media
E5,23-Jul-24,21-Oct-24,4D:39:E8:4D:0E:8D:EB:B7:90:1E:3E:F1:44:D4:5A:70:53:25:91:FC:A0:5D:EE:B7:1B:B3:96:E3:E6:68:04:EC,890,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",beeper.com,Social Media
R10,16-Jul-24,14-Oct-24,2D:4E:9F:56:AA:60:94:9E:76:18:C8:20:0E:15:98:D2:12:1F:18:30:72:74:AF:56:9F:27:96:0B:7A:18:3D:BE,1521,4096,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",timecapsule.org,Time Capsule Websites
Go Daddy Secure Certificate Authority - G2,19-Jul-24,19-Jul-25,1A:42:38:B5:DB:4F:35:0B:CE:11:AA:CF:F1:16:08:84:F2:C2:9A:08:70:A4:52:70:37:45:20:0B:67:9B:5C:C6,1717,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",mementobox.com,Time Capsule Websites
R10,07-Jul-24,05-Oct-24,B2:94:20:AB:E4:C6:25:C6:BD:69:D1:01:EA:5A:EE:1B:B5:44:3B:BE:20:38:91:E1:0B:9D:42:CF:C1:08:96:A7,1309,2048,TRUE,"('ECDHE-RSA-AES256-GCM-SHA384', 'TLSv1.2', 256)",futureself.io,Time Capsule Websites
R10,13-Aug-24,11-Nov-24,92:82:E9:E8:2F:89:9E:33:8F:FA:D5:C1:6F:25:56:F9:F2:30:49:A7:6C:83:AB:BE:A0:29:77:1A:B1:5F:63:74,1278,2048,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",datavisualization.ch,Data Visualization and Infographics
E5,09-Jul-24,07-Oct-24,98:D5:68:DA:4F:2B:8E:49:3D:6C:8F:43:70:90:76:4A:82:84:3E:E4:57:37:E4:37:6B:70:26:44:17:D3:F9:4D,897,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",visualizing.org,Data Visualization and Infographics
Amazon RSA 2048 M03,03-Jun-24,01-Jul-25,A0:15:B3:36:D5:BB:D4:6A:C5:29:8E:E3:92:93:EB:13:86:6A:AB:B2:28:3C:1C:54:59:86:8F:CD:B9:D2:40:D7,1498,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",pudding.cool,Data Visualization and Infographics
E5,19-Aug-24,17-Nov-24,00:87:F4:FC:A1:B9:E3:BF:7C:6F:4D:A2:9C:F1:27:03:66:FC:B1:56:00:C9:27:A9:67:1D:EF:6B:91:27:9E:18,941,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",datawrapper.de,Data Visualization and Infographics
R10,26-Jul-24,24-Oct-24,B6:66:BC:03:F4:A4:90:0D:F8:75:F0:9D:1E:97:02:D3:58:FF:75:7B:06:A3:53:DD:E1:61:FB:14:DF:31:CC:59,1505,4096,TRUE,"('ECDHE-RSA-CHACHA20-POLY1305', 'TLSv1.2', 256)",viz.wtf,Data Visualization and Infographics
R11,23-Jun-24,21-Sep-24,3F:3E:17:B4:CE:1A:E7:6F:7B:69:83:33:17:99:18:E4:39:F7:66:25:4E:29:AF:DA:EA:ED:64:0D:85:F9:1C:4E,1284,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",storytellingwithdata.com,Data Visualization and Infographics
R10,23-Aug-24,21-Nov-24,D9:CD:16:A5:2D:B7:C0:E5:42:D7:FD:10:E0:EC:2D:AB:9D:4F:49:17:6E:95:A3:59:0D:74:5D:E3:6A:09:7D:88,1536,4096,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",pictograph.io,Data Visualization and Infographics
R11,05-Aug-24,03-Nov-24,BD:05:A4:33:D5:D0:AA:92:2A:F5:35:57:0A:77:C2:47:D4:46:D6:11:EC:2F:0C:45:D2:8E:F7:91:28:9F:15:95,1290,2048,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",graphcommons.com,Data Visualization and Infographics
"cPanel, Inc. Certification Authority",05-Jul-24,03-Oct-24,17:DE:8F:4E:57:4B:2E:44:E5:22:3E:8C:17:06:1E:9B:7A:36:CA:39:4D:C9:51:53:9D:99:B4:AF:FB:1D:49:7D,1703,2048,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",omniglot.com,Random Knowledge Generators
WE1,26-Jul-24,24-Oct-24,E5:E8:85:4B:2F:EE:D6:9A:7D:D0:4B:8F:56:85:05:CB:7F:56:B8:73:F5:02:6F:6A:F9:85:70:3C:09:77:F3:59,948,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",thefactsite.com,Random Knowledge Generators
Go Daddy Secure Certificate Authority - G2,18-May-24,18-May-25,92:A4:32:F2:0E:D0:2E:39:66:08:83:71:8F:91:61:01:48:56:37:0C:9C:FE:C4:20:3F:EC:E6:06:0F:FA:66:DE,1684,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",brainjet.com,Random Knowledge Generators
"cPanel, Inc. Certification Authority",04-Aug-24,02-Nov-24,02:6F:95:77:A3:E8:75:3D:05:9D:C6:5A:B9:17:6E:FE:3C:CF:E5:6A:CE:C4:72:30:6C:14:AB:24:9A:C9:2B:BB,1696,2048,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",nowiknow.com,Random Knowledge Generators
Sectigo RSA Organization Validation Secure Server CA,15-Sep-23,15-Oct-24,D2:65:A2:94:76:BC:8F:5B:94:02:35:3E:3D:82:B4:D4:4F:E8:89:D4:61:EA:87:C4:2F:5A:C2:3F:57:3B:41:B7,1944,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",factmonster.com,Random Knowledge Generators
R10,07-Aug-24,05-Nov-24,F7:41:F2:46:BA:E4:F9:A9:6E:52:A3:A9:BF:92:A1:08:CF:1E:86:37:41:63:48:57:9A:D5:89:77:28:D2:D3:CA,1283,2048,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",weirdfacts.com,Random Knowledge Generators
WE1,05-Aug-24,03-Nov-24,E1:D2:2A:DA:03:7F:D2:73:2F:F9:0E:5C:F9:C1:E6:2B:96:1A:63:0C:E0:40:DC:4B:97:E3:26:88:34:6F:62:05,952,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",factretriever.com,Random Knowledge Generators
WR3,19-Aug-24,17-Nov-24,F4:45:DB:73:6F:C2:56:DA:FA:94:24:B3:CF:3F:15:92:17:91:11:01:28:19:0C:BA:D3:2B:10:DA:CF:E5:AE:2C,3250,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",todayilearned.co,Random Knowledge Generators
R10,27-Jul-24,25-Oct-24,3A:14:4D:80:03:56:87:40:4A:27:12:94:95:BD:A6:72:63:5D:93:22:A2:00:30:A5:39:95:DA:C0:FF:9D:DC:A4,1287,2048,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",triviamaker.com,Random Knowledge Generators
WE1,08-Jul-24,06-Oct-24,C7:D4:D8:56:A5:AF:4F:8A:32:A5:53:7D:0E:6A:12:CB:7D:E8:73:F8:9C:41:A5:4F:CE:28:AA:4A:28:8E:73:77,943,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",listverse.com,Random Knowledge Generators
Amazon RSA 2048 M02,23-Feb-24,23-Mar-25,79:0F:A8:AA:59:69:34:08:D2:C8:BB:1B:70:C0:DE:F8:44:20:2C:C5:63:AD:BA:D3:CA:0A:38:11:D7:F5:DB:FD,1537,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",listenonrepeat.com,Curated Playlist Communities
WE1,14-Aug-24,12-Nov-24,99:BB:9C:D0:8C:D5:F6:CB:53:4B:FE:7A:90:A8:5F:2D:99:14:7F:95:AD:59:06:25:6D:48:78:F7:0D:53:9A:D2,918,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",mixkit.co,Curated Playlist Communities
WE1,01-Aug-24,30-Oct-24,B8:FD:C9:1F:C8:8D:80:8F:7F:50:91:E2:C0:75:71:A7:F5:93:0E:FF:91:AF:31:98:A9:09:68:61:12:47:A5:B0,938,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",chillhop.com,Curated Playlist Communities
R10,06-Aug-24,04-Nov-24,E5:63:3B:9D:C5:FD:64:BA:A9:B1:D6:7B:87:B4:40:A2:FF:16:C4:4A:A6:D5:C0:DF:CF:69:86:A7:4E:5E:97:51,1546,4096,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",playlistguru.com,Curated Playlist Communities
WE1,25-Jul-24,23-Oct-24,33:B5:91:EA:35:66:0E:4D:B0:40:2D:58:6C:36:C3:F7:A1:C9:07:B6:61:A9:23:DC:3F:4F:08:49:51:CF:90:D0,943,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",jazzradio.com,Curated Playlist Communities
R10,31-Jul-24,29-Oct-24,61:4E:9F:B3:8E:69:CB:95:9E:EE:FB:CA:0E:F6:F8:D5:1A:CB:A1:F2:B3:CE:CB:96:D8:85:B3:BE:6C:5E:F6:67,1264,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",relaxdaily.net,Curated Playlist Communities
E5,23-Aug-24,21-Nov-24,84:A5:EA:EA:12:E5:21:80:A1:2F:4B:2C:F5:A3:4E:D3:DF:F5:A4:BD:1F:D6:1C:BB:05:09:2D:4A:77:9E:75:BC,914,256,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",pretzel.rocks,Curated Playlist Communities
Go Daddy Secure Certificate Authority - G2,18-May-24,18-May-25,F5:0B:65:E8:9E:41:3B:83:45:02:21:AC:72:DD:EA:33:16:B8:C1:B6:FC:A7:86:D8:3A:5F:0E:37:25:CF:9C:2A,1690,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",hillydilly.com,Curated Playlist Communities
R10,07-Jul-24,05-Oct-24,18:89:96:3D:70:96:59:B7:3C:07:7C:27:00:8D:B3:E8:AF:72:1F:11:BC:6C:E7:8B:3E:88:AC:9C:5E:44:80:50,1255,2048,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",trntbl.co,Curated Playlist Communities
R11,03-Jul-24,01-Oct-24,55:AF:6B:C8:DF:18:22:7D:25:7F:32:88:03:3D:DE:DE:0F:8A:D2:A0:E3:2D:A8:A5:42:14:61:86:CD:A8:CA:53,1364,2048,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",riddleescape.com,Digital Escape Rooms
E5,14-Aug-24,12-Nov-24,CE:73:CA:6D:66:7C:0D:AA:D3:6B:07:DE:0A:41:68:57:B5:B6:CE:5D:FC:48:EC:33:71:12:4F:B1:34:BA:D2:F2,914,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",mindmaze.com,Digital Escape Rooms
R10,23-Aug-24,21-Nov-24,4A:AC:DE:2D:22:0A:4E:4E:39:8D:FC:A4:8C:41:D3:15:9D:53:15:10:0B:8E:46:BC:D0:94:4F:18:B5:55:5E:EC,1291,2048,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",escapeexpert.com,Digital Escape Rooms
Amazon RSA 2048 M02,22-Jul-24,20-Aug-25,F3:83:F3:2E:28:4C:08:EF:F9:31:4C:C0:EC:AF:06:46:39:DD:21:C4:EC:AC:8A:3B:C5:0F:64:14:2B:F5:A9:14,1507,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",breakoutedu.com,Digital Escape Rooms
Go Daddy Secure Certificate Authority - G2,21-Dec-23,21-Dec-24,20:32:A1:0B:ED:90:91:0E:17:7C:F6:28:31:BB:F8:31:D8:D0:08:D8:BB:43:7B:A1:EE:A3:7A:A5:C1:5E:9D:FD,1690,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",escaperoomsdirectory.com,Digital Escape Rooms
WE1,15-Jul-24,13-Oct-24,7F:C2:07:2E:52:67:7F:5B:6A:FF:ED:65:C2:2A:C5:D3:06:1D:E3:CE:07:EA:17:C4:E8:70:A2:A1:BA:15:70:9D,933,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",openai.com/gpt-3,AI Experimentation Platforms
R11,08-Aug-24,06-Nov-24,17:A9:6F:F2:92:84:49:00:7E:59:7C:74:71:BE:C1:0A:A3:C1:5B:A8:07:6B:4C:01:D1:17:89:A2:58:36:B7:EA,1252,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",dream.ai,AI Experimentation Platforms
DigiCert SHA2 High Assurance Server CA,17-Jul-24,17-Jul-25,B3:FF:3A:9B:91:0E:A9:7D:FF:63:5A:A2:79:72:FF:BA:CB:8F:D1:63:15:67:F8:5A:84:97:BA:EF:6B:F0:98:3A,1848,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",sketch.metademolab.com,AI Experimentation Platforms
R10,04-Jul-24,02-Oct-24,04:97:0C:3A:83:C0:EA:49:2C:31:FE:40:2C:C6:A1:7A:49:69:7B:C7:80:41:AB:DC:C8:2A:43:65:0B:84:60:DD,1562,4096,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",replika.com,AI Experimentation Platforms
R11,08-Jul-24,06-Oct-24,11:F2:03:4F:45:6D:3C:2D:42:F6:D8:83:E5:D9:93:DB:10:51:25:EC:B6:70:19:62:1D:6F:8B:15:03:86:5A:74,3583,4096,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",ai-ml.club,AI Experimentation Platforms
R11,15-Jul-24,13-Oct-24,51:EC:E2:8F:E6:0A:BB:5F:D0:F6:17:BB:87:DB:41:17:D8:0A:DC:9E:89:29:8E:A7:F6:17:92:2E:CB:BB:42:F4,1286,2048,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",shapescale.com,AI Experimentation Platforms
Sectigo RSA Domain Validation Secure Server CA,23-Nov-23,23-Nov-24,15:5F:90:E5:02:D2:57:61:D6:33:5B:34:36:DB:58:08:0F:B1:0D:C8:FA:FC:35:82:B1:E1:83:C6:9A:EE:BA:13,1602,2048,TRUE,"('ECDHE-RSA-AES256-GCM-SHA384', 'TLSv1.2', 256)",aiartonline.com,AI Experimentation Platforms
R11,13-Jul-24,11-Oct-24,CC:9D:EE:12:EC:51:FE:23:A9:24:4B:74:50:AE:74:03:FD:F6:C6:CC:40:6F:D0:92:10:39:A8:01:89:BC:BE:B7,1263,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",letsenhance.io,AI Experimentation Platforms
Amazon RSA 2048 M02,16-May-24,14-Jun-25,C5:B9:36:3C:42:F3:DF:79:1A:6C:7E:91:4F:69:5F:16:89:F5:5E:CD:3D:FD:8B:11:D6:E0:AD:0E:FF:EC:53:83,1566,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",deepai.org,AI Experimentation Platforms
Amazon RSA 2048 M02,23-May-24,22-Jun-25,50:BC:E4:BB:3F:5F:31:B9:83:20:B6:B7:2A:68:D1:0E:80:75:48:6D:99:D9:D0:78:D4:F1:97:19:CF:9C:34:7E,1614,2048,TRUE,"('ECDHE-RSA-AES128-GCM-SHA256', 'TLSv1.2', 128)",groklearning.com,Micro-Learning Platforms
Amazon RSA 2048 M02,01-Dec-23,28-Dec-24,F2:CA:65:EB:7B:51:6B:91:69:36:32:A7:66:B5:31:C5:D5:B2:B8:20:43:FB:7C:45:D0:99:A7:8F:C0:66:7A:BA,1520,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",codingame.com,Micro-Learning Platforms
R10,07-Aug-24,05-Nov-24,55:40:C8:80:89:3A:48:00:5B:95:02:7D:81:C5:3B:12:42:2C:D9:68:44:52:7F:CF:CE:02:2C:1B:20:3D:66:38,1267,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",memorangapp.com,Micro-Learning Platforms
Amazon RSA 2048 M03,02-Jul-24,29-Jul-25,D9:1C:30:68:C6:AB:5F:64:21:44:0F:9D:91:15:6A:8B:1A:5D:06:F8:B8:33:68:15:E2:5C:66:61:67:2B:23:49,1500,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",shortform.com,Micro-Learning Platforms
E6,14-Jul-24,12-Oct-24,2F:01:AA:80:D9:73:B0:C9:D5:50:EC:AD:F9:59:1F:8E:46:C2:5B:36:4A:69:7F:48:7F:96:D8:F3:E9:A4:5A:34,941,384,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",microbook.com,Micro-Learning Platforms
Cloudflare Inc ECC CA-3,22-Jan-24,31-Dec-24,40:8F:8A:3C:9F:61:CB:8D:F2:0A:D1:4E:9E:89:24:EA:59:C2:2E:F6:D6:4A:92:4E:53:1B:F8:22:25:2E:70:93,1307,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",factsumo.com,Micro-Learning Platforms
RapidSSL TLS RSA CA G1,27-Sep-23,11-Oct-24,7C:3D:4C:25:4A:1C:14:88:46:59:04:EE:1F:CE:8B:7C:11:38:5E:D0:57:D4:F9:9B:A4:72:6E:43:D6:C8:08:84,1595,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",blinklearning.com,Micro-Learning Platforms
WE1,15-Jul-24,13-Oct-24,64:A8:CB:A6:F1:48:CD:4E:10:F8:9F:AE:6B:BB:79:04:EC:A6:A5:FE:A1:B8:58:CC:5D:DC:34:3D:89:3B:83:56,962,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",learnwitholiver.com,Micro-Learning Platforms
WE1,25-Jul-24,23-Oct-24,B4:BE:36:28:94:0A:3B:58:DD:71:BB:3E:68:5D:35:72:67:B5:E4:26:02:44:39:CC:84:45:8C:9F:AC:06:BB:F3,943,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",sololearn.com,Micro-Learning Platforms
DigiCert Global G2 TLS RSA SHA256 2020 CA1,21-Mar-24,21-Apr-25,58:07:EA:98:C4:62:85:2F:D8:12:32:EE:21:00:19:98:0C:12:F7:03:CB:39:C9:A7:C8:3C:D6:69:B6:B0:79:B0,1759,2048,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",brainpop.com,Micro-Learning Platforms
R11,01-Aug-24,30-Oct-24,E4:2C:DD:6D:4F:51:5F:42:99:10:41:8B:E3:51:79:97:B8:45:88:54:5F:62:45:3C:A7:75:8F:86:A1:73:C1:32,1299,2048,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",ifdb.org,Interactive Storytelling
Go Daddy Secure Certificate Authority - G2,09-Jul-24,09-Jul-25,0C:A3:74:DC:1D:15:02:FE:40:2D:D0:46:72:4B:F8:D1:36:5E:F8:6C:AB:D6:F0:F5:D5:68:09:67:17:DE:6B:D0,1707,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",chooseyourstory.org,Interactive Storytelling
WE1,07-Aug-24,05-Nov-24,95:9C:02:28:14:02:55:37:F3:4C:BF:16:4B:B8:22:96:14:9C:E2:94:A4:29:E5:86:F2:4A:8F:90:50:6A:8C:CA,958,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",storyweaver.org.in,Interactive Storytelling
Go Daddy Secure Certificate Authority - G2,02-Jun-24,02-Jun-25,E5:42:4D:4A:1D:DA:61:95:3B:44:96:27:5B:83:C1:DF:8A:2E:03:43:E1:96:1F:87:20:EA:C9:E4:8C:F4:20:E0,1722,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",makeyourownadventure.com,Interactive Storytelling
Go Daddy Secure Certificate Authority - G2,12-Jul-24,12-Jul-25,07:4A:3D:18:21:6D:A6:EB:27:A7:DD:B8:AB:1F:B9:E6:1F:95:C6:62:53:CA:2D:C8:9E:EE:F4:55:1E:3E:E1:CD,1709,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",chooseyourfate.com,Interactive Storytelling
E6,22-Jul-24,20-Oct-24,21:AF:0C:0D:2B:F2:6B:9F:CD:8F:71:43:9D:7A:03:B5:76:4D:0C:95:D4:91:79:32:C8:9A:6C:E3:02:3E:05:32,958,384,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",narrativefirst.com,Interactive Storytelling
Amazon RSA 2048 M03,20-Mar-24,17-Apr-25,1C:5C:04:6B:9D:22:55:C3:46:F9:DB:20:A3:FE:46:20:21:3A:E3:C4:D0:2C:51:AB:10:C5:9E:6B:96:A4:E9:28,1621,2048,TRUE,"('ECDHE-RSA-AES128-GCM-SHA256', 'TLSv1.2', 128)",storium.com,Interactive Storytelling
Go Daddy Secure Certificate Authority - G2,12-Jun-24,12-Jun-25,BF:3A:49:75:06:EC:34:33:70:36:8E:2B:28:85:57:F2:EB:AC:15:E9:C3:81:72:B3:0E:EF:72:99:63:1A:33:B4,1686,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",storydice.com,Interactive Storytelling
Go Daddy Secure Certificate Authority - G2,30-Jun-24,30-Jun-25,7B:21:7E:A1:32:6D:25:0D:6F:2E:B7:2A:7C:33:86:86:82:D6:B2:4C:EB:C9:89:56:D1:5B:C2:D8:5C:CC:DA:AC,1707,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",chooseyourstory.net,Interactive Storytelling
R11,07-Aug-24,05-Nov-24,1B:BE:E3:94:04:9E:5D:EA:5E:B8:0B:6F:A8:81:55:06:D3:D3:E5:86:18:AD:9E:E9:72:00:08:60:DA:70:7E:98,1533,4096,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",thegarden.io,Digital Gardens
R11,31-Jul-24,29-Oct-24,95:52:90:DA:71:A6:A9:EB:BD:D5:E2:1D:60:66:B3:B8:C6:EB:D0:CD:2A:53:B7:C2:DE:62:FE:03:5C:9D:B3:16,1263,2048,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",mindgarden.io,Digital Gardens
R11,07-Aug-24,05-Nov-24,63:CD:DC:52:D2:CB:E8:01:3D:69:89:6D:E9:34:97:0C:11:55:F0:F6:20:28:B9:B5:2E:F4:8B:A8:DF:BD:CA:83,1259,2048,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",ideaflow.io,Digital Gardens
Amazon RSA 2048 M02,20-Apr-24,18-May-25,AC:17:04:19:8B:95:18:20:84:ED:3F:01:C3:BD:72:5C:05:B9:7A:4A:3A:5D:BE:3A:BD:CC:26:EE:DA:DF:CE:A7,1491,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",zenkit.com,Digital Gardens
