issuer,validity_start,validity_end,sha256_fingerprint,cert_length,public_key_length,secure_connection,encryption,error,website,category
E5,22-Aug-24,20-Nov-24,D7:3F:82:4C:12:4A:4B:47:71:F7:7B:9D:C6:F5:06:C9:F5:5A:60:2A:21:D4:94:45:BE:E7:D9:F0:F1:59:B3:DD,901,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,historytoday.com,History
E5,26-Jun-24,24-Sep-24,E0:DD:7D:73:E6:7D:9E:52:03:1C:B7:60:67:8C:CA:F2:03:38:E5:CF:88:A3:AE:B8:AA:43:BC:D2:26:F5:92:D5,923,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,historyworld.net,History
WE1,31-Jul-24,29-Oct-24,DB:4F:69:09:BF:33:E5:E1:1E:FE:4D:94:7E:14:2C:48:64:D3:A0:3E:9F:00:99:99:DD:7A:C9:3B:68:31:F4:93,969,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,historicengland.org.uk,History
WE1,11-Aug-24,09-Nov-24,31:CD:68:63:94:A9:7F:2A:3B:B2:44:F7:CC:DE:46:72:42:10:5C:85:7F:07:E7:3A:80:C0:71:45:51:B3:AF:E2,930,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,fodors.com,Travel
WE1,11-Jul-24,09-Oct-24,DE:CB:B2:C5:81:F1:58:55:05:BA:6F:AE:52:1F:E8:D2:41:34:92:5A:A7:42:00:93:D8:E5:8C:54:C4:75:4B:DC,950,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,nomadicmatt.com,Travel
DigiCert TLS RSA SHA256 2020 CA1,09-Nov-23,08-Nov-24,E1:DC:7A:B8:F3:39:9C:B4:A7:72:1F:03:C1:8F:D4:66:7B:BE:46:A1:4A:D1:91:AF:F2:9C:23:B6:7B:11:39:75,1990,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,vrbo.com,Travel
E6,20-Jul-24,18-Oct-24,72:B0:51:69:F6:4A:F8:EA:1B:A3:C6:29:0B:B7:7B:DF:5C:3F:59:02:C0:9A:B9:90:5D:0D:2F:3B:97:43:26:52,2111,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,smittenkitchen.com,Food/Cooking
WE1,10-Aug-24,08-Nov-24,D3:58:29:AE:B8:75:1B:41:30:90:FD:FF:A0:DF:3D:2F:AF:06:86:8B:49:AA:B5:B0:9E:39:A0:F9:75:20:3A:F4,932,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,food52.com,Food/Cooking
WE1,13-Aug-24,11-Nov-24,24:AF:DA:CE:EB:4C:B3:D5:1E:E7:45:92:9B:FE:4E:64:54:34:17:87:F3:F9:1D:E8:7C:B8:8A:B7:40:4A:15:8A,957,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,familyhandyman.com,DIY/Home Improvement
E6,05-Aug-24,03-Nov-24,B7:EF:5B:01:E7:B1:D7:75:9D:CA:C9:84:D7:49:37:F9:8E:A6:5A:EA:D5:CA:4C:AB:F6:E3:D3:67:D5:AB:E3:0E,910,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,bobvila.com,DIY/Home Improvement
WE1,30-Jul-24,28-Oct-24,AA:EF:4C:33:3E:07:A0:80:F8:52:3B:8B:C5:31:08:64:D8:E7:78:36:12:E4:08:D1:AD:00:D4:24:F3:E1:3A:D7,951,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,doityourself.com,DIY/Home Improvement
WE1,06-Jul-24,04-Oct-24,D4:F2:7C:17:B4:0F:25:00:AE:8D:3A:6E:7C:34:B3:DE:0E:7B:C3:C3:66:80:C8:D9:A5:2A:ED:09:AD:F9:06:DD,980,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,architectureartdesigns.com,DIY/Home Improvement
E5,21-Aug-24,19-Nov-24,00:BC:70:6C:58:AB:88:BA:BE:A2:B4:BC:D5:01:E4:A5:41:60:A0:83:A5:26:C0:84:37:15:DA:E8:EA:DC:CC:30,923,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,destructoid.com,Gaming
DigiCert SHA2 Extended Validation Server CA,05-Dec-23,05-Dec-24,53:5C:D6:26:8C:A3:A2:0A:13:51:F0:57:D3:C7:C7:B9:9C:61:67:40:3C:FE:4D:4F:18:E3:1A:9A:1B:D5:0C:03,1872,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,steamcommunity.com,Gaming
WE1,19-Jul-24,17-Oct-24,8F:F8:69:EE:8D:36:2F:F4:67:31:A7:5D:B0:BA:49:EC:77:D0:64:70:46:77:A1:D9:10:B6:D8:D5:CA:3F:01:FA,923,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,n4g.com,Gaming
E5,29-Jun-24,27-Sep-24,1C:2D:E7:79:F6:1E:0D:F2:1E:89:AB:E0:03:22:06:B7:0B:7D:37:30:06:8B:45:C2:71:56:4D:77:21:24:BB:0F,924,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,rollingstone.com/music,Music
E6,12-Jul-24,10-Oct-24,46:45:8E:2E:3D:E9:D1:86:FE:18:3A:10:F4:3D:70:33:FA:61:0C:96:D4:C5:F6:0E:10:CE:82:BC:AB:70:9F:F4,912,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,billboard.com,Music
E5,15-Aug-24,13-Nov-24,A8:86:83:EA:5B:0A:EB:61:6C:E9:EC:E7:F7:7A:26:C8:82:5B:D1:1F:40:00:71:57:93:3E:49:22:77:D3:FF:3B,1003,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,consequenceofsound.net,Music
WE1,29-Jun-24,27-Sep-24,99:C3:35:65:1D:34:78:14:66:BC:FE:59:A8:0B:CD:50:7F:17:54:99:2C:D8:27:EE:1E:9F:5D:A0:33:C9:76:6B,928,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,spin.com,Music
Cloudflare Inc ECC CA-3,15-Oct-23,14-Oct-24,87:C7:CF:A7:2D:D6:55:DF:40:13:53:C5:24:5E:52:59:04:A6:7D:E8:D7:3B:89:4A:BC:50:89:9C:60:95:64:EE,1328,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,ultimate-guitar.com,Music
WE1,02-Aug-24,31-Oct-24,C0:3B:EC:88:D8:F5:53:AF:CE:81:5B:65:55:59:48:FE:97:CE:D3:00:14:AA:0F:6D:93:A0:45:19:01:C4:F3:7B,935,256,TRUE,"('ECDHE-ECDSA-AES128-GCM-SHA256', 'TLSv1.2', 128)",,genius.com,Music
WE1,08-Aug-24,06-Nov-24,66:D6:DA:F2:5D:20:5F:CD:3A:EF:8F:EB:CE:F7:23:E3:A4:95:A9:97:89:4E:81:F6:BB:8A:D7:DF:98:FB:40:82,942,256,TRUE,"('ECDHE-ECDSA-AES128-GCM-SHA256', 'TLSv1.2', 128)",,rapgenius.com,Music
WE1,13-Jul-24,11-Oct-24,C0:51:82:21:B0:B4:AB:75:F6:48:FD:FC:12:10:B9:0F:08:56:AC:E9:BA:38:92:B4:71:4E:96:79:D0:25:A0:88,958,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,albumoftheyear.org,Music
WE1,20-Aug-24,18-Nov-24,61:63:6E:80:66:14:18:16:D4:6E:5B:6E:29:34:24:C3:F3:B1:B7:8C:52:4C:39:0A:66:02:54:21:EB:04:9A:E5,934,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,jamendo.com,Music
E6,13-Jul-24,11-Oct-24,4B:96:1A:2F:58:B3:E1:5E:35:4C:4F:0E:60:4C:09:91:0E:04:FF:FB:9D:FC:51:C4:A4:AB:6A:86:55:37:BE:D4,922,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,rateyourmusic.com,Music
E6,09-Aug-24,07-Nov-24,6A:2C:AF:23:21:61:C5:DA:34:71:3E:21:7A:9B:3C:4A:E1:2A:CB:6E:81:47:41:D6:1B:1D:DF:6D:A6:11:6D:6F,929,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,highsnobiety.com,Fashion/Beauty
WE1,03-Jul-24,01-Oct-24,9E:2B:92:C6:B3:70:84:5A:4F:AE:FF:5B:F4:F8:7A:F6:1E:21:9A:EA:E5:C1:DA:1F:59:7F:50:63:9E:30:5D:6E,947,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,manrepeller.com,Fashion/Beauty
WE1,06-Jul-24,04-Oct-24,62:AA:C8:72:7F:F5:2F:8A:87:C2:60:F1:D8:99:4F:FF:29:C0:C1:BB:1D:E1:61:61:49:9C:4A:35:63:1D:D4:17,950,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,intothegloss.com,Fashion/Beauty
WE1,03-Aug-24,01-Nov-24,B9:3D:83:F3:3E:FA:8D:B4:90:84:D6:03:1E:AF:7C:C7:EE:48:98:B0:B6:3D:01:8F:66:F8:A6:EF:EA:8A:D0:14,941,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,coveteur.com,Fashion/Beauty
WE1,22-Jun-24,20-Sep-24,18:CD:90:EB:94:61:0F:7B:A6:07:BC:52:1B:B0:DC:BC:00:CC:19:11:5F:E1:FD:53:1D:BE:3B:7B:64:BF:A6:10,951,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,fashionbeans.com,Fashion/Beauty
E6,30-Jul-24,28-Oct-24,16:51:D7:AD:CB:1D:4B:26:B0:14:BB:FF:68:C5:24:E2:50:24:40:6B:02:44:59:91:5C:B9:3E:CD:72:9C:A0:13,922,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,stylecaster.com,Fashion/Beauty
WE1,06-Jul-24,04-Oct-24,26:B5:6D:D1:A1:F5:1F:5B:9F:A8:90:10:FB:E5:D8:6A:AE:E8:07:DD:4E:89:29:A6:FF:73:52:E1:75:C2:52:62,946,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,running.competitor.com,Fitness/Exercise
WE1,31-Jul-24,29-Oct-24,3E:4D:AD:CB:8D:19:D2:A5:32:5B:CA:08:7B:66:69:14:18:9A:E2:23:48:8E:55:CF:6B:7A:CD:0F:E8:BF:57:68,947,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,nerdfitness.com,Fitness/Exercise
WE1,18-Jul-24,16-Oct-24,A8:1D:97:05:2F:54:A3:9D:DF:29:53:F0:32:59:D5:B0:2F:10:08:8A:C7:25:CA:58:7F:E5:7D:8A:12:85:3A:56,945,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,livestrong.com,Fitness/Exercise
E5,20-Aug-24,18-Nov-24,9C:75:2C:2E:BB:4E:67:80:EC:15:6A:BE:90:1F:13:45:13:B4:D1:90:A2:4D:60:1E:60:35:EC:65:D9:80:8C:81,887,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,mother.ly,Parenting
WE1,30-Jun-24,28-Sep-24,23:59:2C:18:3B:20:01:AA:2E:15:5D:71:E7:25:CA:07:0E:41:2C:01:D7:51:1F:B7:DF:B7:66:BB:69:DB:9C:5B,975,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,todaysparent.com,Parenting
WE1,02-Jul-24,30-Sep-24,94:10:2D:04:28:CE:87:04:45:A0:73:37:5C:05:B3:89:93:F2:09:E2:F0:40:EE:C7:55:F4:A5:11:15:62:22:22,948,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,mamanatural.com,Parenting
E6,22-Aug-24,20-Nov-24,DD:BF:23:C6:94:14:54:21:43:D9:D6:D3:9A:DC:7F:FA:7D:28:8C:B1:88:0F:A9:F0:7C:D5:83:1C:9A:F9:F9:2C,899,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,moms.com,Parenting
E5,25-Jul-24,23-Oct-24,3D:4F:ED:55:28:CF:41:DF:63:A4:4C:71:1F:6B:53:95:38:47:52:D1:F5:F3:2B:97:61:DD:66:6F:21:E8:FD:58,2072,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,stayathomemum.com.au,Parenting
