issuer,validity_start,validity_end,sha256_fingerprint,cert_length,public_key_length,secure_connection,encryption,error,website,category
WE1,13-Jul-24,11-Oct-24,1F:38:A0:7E:8B:21:04:87:04:B9:97:E9:95:49:4A:0C:2B:A5:A2:0A:46:7B:53:F9:8D:3C:91:7D:60:12:64:7F,940,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,etherscan.io,Cryptocurrency
Cloudflare Inc ECC CA-3,27-Feb-24,31-Dec-24,98:4F:E9:6B:A7:FD:27:5E:BA:01:F8:26:51:AA:94:0C:B7:86:39:9A:12:D7:B3:2B:D4:82:E3:85:17:70:0A:2E,1300,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,bitpay.com,Cryptocurrency
GlobalSign Organization Validation CA - SHA256 - G3,13-Mar-24,14-Apr-25,94:A3:7D:FB:3B:03:4E:59:3C:AA:0C:4C:5E:2A:BB:10:4E:86:3C:B5:D4:61:81:3D:17:D0:A3:3B:72:ED:0C:C9,11511,256,TRUE,"('ECDHE-ECDSA-AES128-GCM-SHA256', 'TLSv1.2', 128)",,alibaba.com,E-commerce
GlobalSign ECC OV SSL CA 2018,26-Feb-24,29-Mar-25,75:C2:15:3D:24:6E:42:4B:65:EB:9A:28:0E:76:24:A6:A4:4B:CB:D4:4E:1D:47:C2:F8:CF:23:A2:BE:7D:34:B9,1430,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,walmart.com,E-commerce
GlobalSign ECC OV SSL CA 2018,31-Jul-23,31-Aug-24,B2:FA:0A:10:32:61:7E:D9:2E:94:5A:50:0B:F8:D5:79:5E:E4:11:00:6E:8C:51:C2:B4:E3:7E:E8:FC:86:BE:E6,1628,256,TRUE,"('ECDHE-ECDSA-AES128-GCM-SHA256', 'TLSv1.2', 128)",,flipkart.com,E-commerce
DigiCert SHA2 Extended Validation Server CA,29-Sep-23,28-Sep-24,49:F7:75:09:D1:92:2D:D1:14:04:86:A4:3E:2B:7D:15:F1:45:C0:F0:9D:E3:D6:F4:CF:F8:51:E5:84:E7:3C:30,2361,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,bestbuy.com,E-commerce
E6,18-Jul-24,16-Oct-24,37:1D:12:6D:CB:E9:1F:F6:5D:DB:E9:D4:A3:C2:A2:52:B4:3C:74:54:87:51:99:FC:66:4E:E8:A3:E0:F9:B8:BB,904,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,shopify.com,E-commerce
GlobalSign Organization Validation CA - SHA256 - G3,06-May-24,07-Jun-25,F5:77:17:46:7B:13:38:D3:FF:85:63:E8:2B:70:02:FF:6D:0F:81:B3:B3:56:BD:2D:75:A0:E9:42:48:33:6C:B2,9141,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,taobao.com,E-commerce
E5,11-Aug-24,09-Nov-24,0B:95:C2:8B:1C:8A:DA:F2:01:39:27:C1:48:F7:1B:B0:07:B4:41:B8:BC:29:36:1E:5D:91:88:93:32:C6:3F:47,927,256,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",,wayfair.com,E-commerce
DigiCert TLS RSA SHA256 2020 CA1,25-Jul-24,25-Jul-25,FD:98:D9:8C:1F:88:DB:4F:71:9C:3D:FC:11:F1:1A:C5:99:D5:5B:7D:01:6B:CC:69:B1:D3:5A:D3:83:CB:64:D2,1581,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,asos.com,E-commerce
GlobalSign ECC OV SSL CA 2018,09-Nov-23,10-Dec-24,92:87:EE:04:2C:71:7F:15:D4:BE:C5:23:07:E2:12:51:8E:71:88:38:67:65:89:64:2F:8C:FB:E5:87:68:5F:0B,1339,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,myntra.com,E-commerce
WE1,13-Aug-24,11-Nov-24,5F:30:6A:CB:3E:53:32:26:BB:50:63:D3:2C:0B:65:B6:21:07:F0:A9:E3:5E:DE:2B:16:81:90:EE:CD:A2:61:03,967,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,vimeo.com,Entertainment
Apple Public EV Server ECC CA 1 - G1,25-Jul-24,23-Oct-24,07:BA:9A:5B:1F:62:43:B1:67:B6:7C:4E:AB:C8:FB:91:6F:B4:E3:B1:2D:09:C2:51:26:7C:5C:76:0C:31:68:1A,1476,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,apple.com/music,Entertainment
WR2,30-Jul-24,22-Oct-24,06:5E:3B:66:39:0A:5D:3C:7C:E5:1F:27:34:24:42:60:64:53:B3:D9:8E:4D:4E:97:F5:B7:08:B5:9D:19:0A:0A,3600,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,drive.google.com,File Sharing/Storage
WE1,19-Aug-24,17-Nov-24,F1:B1:69:9B:82:5B:C2:4A:08:44:4C:C4:8D:9D:A0:33:4C:B9:78:78:24:CF:E6:58:E4:DE:A6:88:DE:8A:2D:2F,941,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,sendspace.com,File Sharing/Storage
E6,05-Jul-24,03-Oct-24,28:25:0C:8C:DB:2E:BB:27:43:66:8E:76:41:52:F7:4D:DD:28:B6:E0:EA:0C:06:99:8E:AD:2C:DD:3C:15:04:CB,963,384,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,nextcloud.com,File Sharing/Storage
E5,09-Jul-24,07-Oct-24,E0:7C:93:C4:7A:78:F8:E6:76:29:6D:1E:01:41:74:E8:7A:D5:59:8D:BC:79:10:19:08:E9:58:10:CC:75:61:A4,924,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,stackoverflow.com,Forums/Community
WE1,27-Jul-24,25-Oct-24,CE:67:50:8D:C0:BF:38:19:03:C3:24:0C:90:B8:E0:8B:18:54:8D:75:F9:5D:3C:B9:17:44:E1:72:B5:C5:F6:9B,931,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,4chan.org,Forums/Community
Cloudflare Inc ECC CA-3,08-Mar-24,31-Dec-24,07:2E:2C:3F:60:1D:6D:BD:F0:8E:DE:95:0F:67:77:A3:E5:69:BA:02:9D:A0:25:7A:C7:AC:EA:19:FF:55:92:5E,1327,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,slashdot.org,Forums/Community
WE1,05-Jul-24,03-Oct-24,05:09:96:D1:52:8E:5D:92:8B:61:C9:D9:6E:C7:DD:91:B4:6C:71:05:17:26:43:57:9D:9F:7C:22:14:39:C0:60,956,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,somethingawful.com,Forums/Community
WE1,06-Jul-24,04-Oct-24,E4:72:59:4D:05:72:C5:E0:E1:19:40:DA:0E:08:DC:82:54:48:14:DC:E4:28:9F:33:6C:4A:DA:9C:CD:01:07:2E,940,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,neoseeker.com,Forums/Community
E5,03-Jul-24,01-Oct-24,56:54:AA:32:BD:A4:C2:50:C8:2F:13:89:5A:F2:F4:6F:2D:13:20:83:AB:26:10:D0:08:5C:99:A5:C0:E0:4F:66,910,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,resetera.com,Forums/Community
WE1,29-Jul-24,27-Oct-24,13:7D:5D:91:63:91:B8:DB:BD:00:6B:D4:90:69:DF:E1:BB:67:F6:0C:26:CF:7D:6A:20:8D:FE:6A:0D:2E:49:A5,951,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,producthunt.com,Forums/Community
DigiCert SHA2 Extended Validation Server CA,05-Dec-23,05-Dec-24,84:CC:20:6F:3B:29:62:D0:63:C4:D2:20:16:AF:4C:4A:E2:AA:84:55:CE:52:63:0E:EF:22:30:05:34:0D:93:41,1690,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,store.steampowered.com,Gaming
DigiCert Global G3 TLS ECC SHA384 2020 CA1,31-Jul-24,10-Aug-25,F7:E7:41:9F:5E:74:51:13:81:96:35:A7:9C:24:26:62:6E:4A:EE:4A:18:69:BE:0C:EA:44:4D:57:B1:BF:19:AD,2275,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,riotgames.com,Gaming
WE1,15-Aug-24,13-Nov-24,E3:07:26:8E:EB:C1:DA:1D:9C:BB:29:9C:70:94:5A:1A:D6:4A:CD:4F:74:8F:55:52:E6:A1:1E:00:B8:08:F9:2A,941,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,gamasutra.com,Gaming
WE1,10-Aug-24,08-Nov-24,D9:5F:27:80:9C:5A:B9:0C:80:1E:FE:5A:79:B8:1F:D0:E0:CF:E8:0A:74:03:E8:E3:EF:B1:43:34:BE:C8:B3:C0,933,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,mmorpg.com,Gaming
DigiCert TLS Hybrid ECC SHA384 2020 CA1,18-Oct-23,16-Oct-24,07:BC:DE:69:C0:24:AB:9A:25:91:B9:2F:B5:51:07:40:8E:92:7F:E7:75:CD:82:5E:7F:4B:4B:3E:AC:80:F0:26,2127,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,wikimedia.org,Reference
Sectigo ECC Domain Validation Secure Server CA,07-Mar-24,07-Mar-25,FD:6E:9B:0E:F3:98:BC:D9:04:C3:B2:EC:16:7A:7B:0F:DA:72:01:C9:03:C5:3A:6A:6A:E5:D0:41:43:63:EF:65,1191,256,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",,github.com,Tech/Services
WE1,31-Jul-24,29-Oct-24,1A:3F:7F:88:15:90:38:A1:80:20:23:93:E8:86:14:BA:5C:88:B2:A3:C6:6F:0D:FB:FF:D1:80:7B:29:78:0B:BF,952,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,encyclopedia.com,Reference
Cloudflare Inc ECC CA-3,14-Jun-24,31-Dec-24,A3:15:C3:D7:22:5B:00:FF:15:B7:3C:D5:EF:0A:C3:E9:E3:76:F4:0B:0E:DD:34:03:11:7D:D3:88:A2:22:2A:A5,1284,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,visa.com,Finance
DigiCert TLS Hybrid ECC SHA384 2020 CA1,21-Aug-24,21-Nov-24,F9:50:8D:DA:9B:DA:59:F0:8F:22:7F:98:CD:00:6A:6C:86:19:5D:1A:C9:AA:25:DC:A0:C8:21:E0:7B:57:F9:F0,1507,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,stripe.com,Finance
DigiCert TLS RSA SHA256 2020 CA1,16-Oct-23,16-Oct-24,B6:C1:78:7C:89:0B:B1:9B:62:80:F1:EA:80:BB:D5:96:D2:DA:6E:A2:EE:89:91:6F:AD:F0:94:AF:39:9B:B7:A1,1890,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,ibm.com,Tech/Services
DigiCert TLS RSA SHA256 2020 CA1,15-Jul-24,15-Jul-25,A8:9E:BD:16:6D:BC:E4:E3:A1:2A:3E:34:F4:89:0F:A2:E7:3F:1D:D4:EC:55:ED:99:15:F8:72:0F:60:4E:63:0C,1517,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,adobe.com,Tech/Services
Amazon ECDSA 384 M02,08-Jan-24,06-Feb-25,B6:91:C2:C3:C8:F2:C8:85:72:AC:99:BA:2F:91:78:59:29:20:EF:F4:BF:02:C5:3C:A6:C6:77:BF:F7:8C:3B:55,1150,384,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",,acer.com,Tech/Hardware
Microsoft Azure ECC TLS Issuing CA 07,06-Aug-24,01-Aug-25,43:22:36:3F:BB:0D:88:DA:59:A0:56:72:6A:85:7A:F3:7C:9E:0B:A5:5B:20:B8:12:14:41:7A:C9:00:B2:99:28,1569,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,azure.microsoft.com,Tech/Services
DigiCert SHA2 Extended Validation Server CA,30-Jul-24,30-Aug-25,1C:72:D5:D0:19:6D:59:CB:46:42:4D:BC:12:12:D5:35:14:9C:DE:F8:23:84:78:44:52:8C:2A:DA:B3:33:40:6F,1655,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,bitbucket.org,Tech/Services
Cloudflare Inc ECC CA-3,07-Jan-24,31-Dec-24,ED:1A:8D:60:E7:07:04:E7:B7:4F:2A:FD:7F:69:30:CE:0B:51:DC:9B:D2:F4:11:B3:E5:3C:D5:70:F7:E6:BB:40,1313,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,clubhouse.com,Social Media
WE1,08-Aug-24,07-Nov-24,AF:49:6D:FC:F4:CE:7C:46:A6:54:C0:0F:74:F1:5E:CC:00:A3:4C:BD:0C:E9:18:8F:F2:FF:49:26:1B:5D:4C:68,978,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,codecademy.com,Tech/Services
DigiCert SHA2 Extended Validation Server CA,22-Jan-24,21-Jan-25,8F:41:F5:02:6D:BC:D0:C7:5F:EA:8A:2B:6F:DE:CF:E6:39:FE:0A:27:D5:FD:C5:32:8F:4C:38:E3:F4:29:90:B0,1677,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,costco.com,E-commerce
Cloudflare Inc ECC CA-3,14-Feb-24,31-Dec-24,98:8F:49:E2:F9:28:9C:37:BF:5E:A1:F0:0D:84:F1:38:66:BC:C3:E2:8F:ED:9E:A0:C4:50:97:4E:ED:44:44:65,1316,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,crunchyroll.com,Entertainment
E5,10-Jul-24,08-Oct-24,68:7D:B1:C4:A8:59:E9:F5:8F:74:57:D8:95:E8:B3:F4:57:AE:49:F9:56:57:38:4F:4A:5B:5B:25:12:04:B9:CE,940,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,diasporafoundation.org,Social Media
E5,19-Jul-24,17-Oct-24,95:1C:03:63:A6:8C:BA:8E:FC:AD:E9:5B:9F:1C:FD:E0:2D:A8:79:48:29:08:51:D7:C1:77:9C:17:58:2E:33:AD,977,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,digitalocean.com,Tech/Services
Cloudflare Inc ECC CA-3,04-Dec-23,02-Dec-24,7F:22:5D:DD:ED:9A:79:D8:B9:4F:D0:72:1F:F5:0E:E5:E4:8E:78:33:A6:F0:A7:E5:FB:BF:54:F2:FB:E0:D5:36,1311,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,economist.com,News/Media
Cloudflare Inc ECC CA-3,14-Feb-24,31-Dec-24,50:3E:2B:CC:4C:BF:6A:69:1E:18:C6:B3:31:46:44:11:15:2C:52:90:70:81:0C:98:99:45:AC:57:64:6D:71:C5,1297,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,gab.com,Social Media
WE1,19-Aug-24,18-Nov-24,56:4D:FC:F0:02:5C:4A:5E:E3:C1:9C:49:6F:27:4D:0C:B0:D6:2A:13:F5:B9:FE:FF:FE:AD:B8:8B:05:B6:71:67,974,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,mashable.com,News/Media
DigiCert TLS RSA SHA256 2020 CA1,03-Aug-24,06-Aug-25,8E:79:0E:0E:59:47:5A:08:61:55:43:F4:68:33:5F:F0:55:DB:18:46:49:BE:55:6F:DA:75:CB:F5:2B:F3:0B:C5,2614,256,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",,newegg.com,E-commerce
WE1,27-Jul-24,25-Oct-24,A7:A4:FD:64:93:90:39:F7:4D:2C:51:68:53:0F:4D:A3:A6:D9:86:BF:05:14:F8:FA:FB:35:C5:38:1E:FE:D3:42,926,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,plos.org,Reference
WR2,30-Jul-24,22-Oct-24,06:5E:3B:66:39:0A:5D:3C:7C:E5:1F:27:34:24:42:60:64:53:B3:D9:8E:4D:4E:97:F5:B7:08:B5:9D:19:0A:0A,3600,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,scholar.google.com,Reference
WE1,12-Jul-24,10-Oct-24,8E:87:E3:23:FC:9B:79:98:5A:4B:F2:AB:2E:5D:91:5A:F3:EB:B2:07:00:C4:0F:2C:FD:F7:F6:CB:B7:78:49:51,931,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,sears.com,E-commerce
E5,19-Aug-24,17-Nov-24,D1:9B:0D:DA:D0:06:86:44:D1:91:8D:91:3E:F2:CD:98:0F:00:D2:E4:5B:63:AA:A2:1D:CC:AD:F5:19:C8:FC:12,896,256,TRUE,"('ECDHE-ECDSA-AES256-GCM-SHA384', 'TLSv1.2', 256)",,skyscanner.com,Travel/Transportation
E5,10-Jul-24,08-Oct-24,87:FE:F6:7D:0D:FE:9D:12:2B:C6:E8:A3:9B:44:FF:62:F5:EE:34:E8:08:7D:81:B5:8E:65:4C:0B:E2:A4:D5:B4,952,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,stackexchange.com,Reference
DigiCert SHA2 High Assurance Server CA,30-Jul-24,22-Jan-25,C6:96:F8:0E:0F:00:4D:BA:87:2E:FD:D4:14:8D:A9:E9:41:0E:91:9A:34:78:5E:83:73:44:74:85:89:56:EB:CD,2462,256,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",,techcrunch.com,News/Media
DigiCert TLS RSA SHA256 2020 CA1,01-Jul-24,03-Jul-25,AF:6E:7E:4E:42:4E:BA:E8:A1:5B:D3:4F:66:FA:9B:EE:93:4A:6D:82:39:64:7E:4C:DD:1B:56:6C:50:92:F9:0B,1506,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,trivago.com,Travel/Transportation
GlobalSign ECC OV SSL CA 2018,14-Feb-24,02-Mar-25,C7:38:CF:F5:71:53:B2:DE:92:90:8C:08:C2:0E:58:5A:CD:7B:79:E7:B3:C7:CD:CE:8A:3D:DD:0F:26:28:DC:05,1472,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,vk.com,Social Media
GeoTrust CN RSA CA G1,07-May-24,07-Jun-25,67:C4:51:42:3B:57:26:8C:10:33:A6:6A:57:74:C1:1E:E5:85:7A:18:5D:F5:2C:48:E8:83:D6:D7:4B:11:84:7D,2616,256,TRUE,"('ECDHE-ECDSA-AES128-GCM-SHA256', 'TLSv1.2', 128)",,weibo.com,Social Media
DigiCert TLS Hybrid ECC SHA384 2020 CA1,18-Oct-23,16-Oct-24,07:BC:DE:69:C0:24:AB:9A:25:91:B9:2F:B5:51:07:40:8E:92:7F:E7:75:CD:82:5E:7F:4B:4B:3E:AC:80:F0:26,2127,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,wikibooks.org,Reference
DigiCert TLS Hybrid ECC SHA384 2020 CA1,18-Oct-23,16-Oct-24,07:BC:DE:69:C0:24:AB:9A:25:91:B9:2F:B5:51:07:40:8E:92:7F:E7:75:CD:82:5E:7F:4B:4B:3E:AC:80:F0:26,2127,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,wikinews.org,Reference
DigiCert TLS Hybrid ECC SHA384 2020 CA1,18-Oct-23,16-Oct-24,07:BC:DE:69:C0:24:AB:9A:25:91:B9:2F:B5:51:07:40:8E:92:7F:E7:75:CD:82:5E:7F:4B:4B:3E:AC:80:F0:26,2127,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,wikisource.org,Reference
DigiCert TLS Hybrid ECC SHA384 2020 CA1,18-Oct-23,16-Oct-24,07:BC:DE:69:C0:24:AB:9A:25:91:B9:2F:B5:51:07:40:8E:92:7F:E7:75:CD:82:5E:7F:4B:4B:3E:AC:80:F0:26,2127,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,wiktionary.org,Reference
WE1,02-Aug-24,31-Oct-24,D1:3E:B2:E8:EE:85:36:20:97:9D:5C:54:BC:16:0E:77:48:C9:AC:33:A5:50:95:E9:64:11:E4:CC:BE:FD:18:32,947,256,TRUE,"('ECDHE-ECDSA-AES128-GCM-SHA256', 'TLSv1.2', 128)",,politifact.com,News/Media
E6,13-Aug-24,11-Nov-24,91:A4:CC:4B:FE:6F:05:89:F5:0D:90:10:E5:AF:3C:35:0B:95:58:3B:9A:BC:33:80:50:CA:D7:95:CE:C7:98:FA,925,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,theintercept.com,News/Media
WE1,07-Aug-24,05-Nov-24,05:36:23:28:77:D1:AC:5E:6B:A0:F0:44:B9:65:1E:E7:3E:A2:E5:10:21:11:FC:57:D6:FF:9B:7A:6C:6F:60:5F,941,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,truthout.org,News/Media
E6,05-Aug-24,03-Nov-24,B8:35:FB:7F:23:B5:12:4C:6B:23:25:32:DA:88:F5:06:28:E0:18:EC:5C:C9:C3:58:D7:87:31:2C:5A:4F:7B:10,931,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,fivethirtyeight.com,News/Media
WE1,28-Jul-24,26-Oct-24,89:1D:FE:1F:C1:68:A7:00:35:56:5F:8F:2F:95:DB:84:6D:0C:FD:B0:3A:62:65:B8:26:04:9D:02:24:F0:4A:D1,946,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,jacobinmag.com,News/Media
WE1,01-Aug-24,30-Oct-24,A7:E9:61:84:19:A3:B0:B4:09:01:83:89:7C:FB:B7:17:07:F5:82:1D:99:E0:CE:5E:4D:02:83:1A:19:BB:AC:A4,933,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,currentaffairs.org,News/Media
WE1,22-Aug-24,20-Nov-24,7B:E8:51:5A:E4:92:5A:57:37:A9:54:8F:5A:2B:0E:F5:27:8A:BD:F4:CB:7A:6B:C5:B6:11:04:49:DD:E4:08:5E,956,256,TRUE,"('ECDHE-ECDSA-AES128-GCM-SHA256', 'TLSv1.2', 128)",,thedailybeast.com,News/Media
WE1,10-Aug-24,08-Nov-24,8D:B4:AE:69:F8:4E:8C:A5:7A:20:BB:DA:37:69:D7:A3:95:74:E7:13:01:55:BD:A1:73:9A:55:94:2C:61:61:78,955,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,opendemocracy.net,News/Media
WE1,19-Aug-24,17-Nov-24,5C:7F:9D:7B:17:69:49:A0:0C:AD:E3:DA:85:F3:1B:3C:E4:23:B0:1E:49:D0:D7:4F:76:62:A6:58:B1:8B:98:56,957,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,foreignaffairs.com,News/Media
WE1,13-Jul-24,11-Oct-24,58:48:25:9C:AA:2C:23:2C:BB:D5:18:B8:48:AB:4D:49:34:34:9D:89:F8:80:64:F2:A0:D8:0C:ED:9A:E6:3E:F3,949,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,thediplomat.com,News/Media
WE1,08-Aug-24,06-Nov-24,4E:75:02:D3:70:C8:8E:5F:F9:A5:0F:27:C7:4B:26:CF:51:50:7B:D6:95:FD:A3:A4:D4:F2:20:5D:F9:9E:D0:EF,947,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,letterboxd.com,Entertainment
E5,09-Aug-24,07-Nov-24,01:17:30:93:A2:F2:29:C0:4D:F6:A1:55:88:88:28:79:0C:36:40:67:AA:28:D9:73:F7:90:51:1A:FC:B5:AF:4B,908,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,collider.com,Entertainment
E6,01-Aug-24,30-Oct-24,CA:D8:66:0B:33:51:C2:D1:89:D7:C0:6A:82:25:FA:36:66:8A:D6:5D:8A:08:AE:B7:C9:3A:7C:23:F9:0C:01:1F,897,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,hollywood.com,Entertainment
E6,13-Aug-24,11-Nov-24,9B:10:49:DD:A7:13:0E:47:DB:95:6A:96:92:E2:9A:D7:28:F2:FC:6A:9B:E0:B3:20:D9:97:A7:05:26:A8:45:C7,905,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,nerdist.com,Entertainment
E5,07-Aug-24,05-Nov-24,7C:23:03:F9:09:2B:94:70:A5:E8:D4:A5:6F:FC:F5:69:76:0D:D2:57:8E:F6:53:47:E7:D2:C0:6C:D7:45:8A:EC,912,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,macworld.com,Tech/Services
E5,26-Jul-24,24-Oct-24,AC:88:C7:7A:08:10:00:D9:A7:8B:77:E9:FC:E5:61:56:13:4B:A0:EC:B7:F0:99:78:5A:23:FD:1A:97:B9:E1:75,928,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,digitaltrends.com,Tech/Services
WE1,25-Aug-24,23-Nov-24,70:18:BF:D6:6C:B4:02:CE:C2:C6:49:F5:80:3A:D6:85:63:DC:BD:DB:BF:0F:12:3F:CE:CC:96:74:48:52:B0:00,949,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,extremetech.com,Tech/Services
E5,28-Jun-24,26-Sep-24,98:06:32:1E:39:4A:6D:8C:75:4C:8D:8C:49:A0:F8:45:77:81:7F:58:45:10:57:DA:B3:8C:2B:63:1C:09:25:96,895,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,bgr.com,Tech/Services
E5,16-Jul-24,14-Oct-24,D3:1A:9E:15:63:A3:B2:34:03:D1:A9:51:9F:73:2B:13:EB:BF:D3:52:5B:21:26:E7:4D:12:38:D2:7A:67:6D:7B,890,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,gigaom.com,Tech/Services
E5,27-Jul-24,25-Oct-24,51:8F:ED:97:9B:8D:36:64:95:74:26:87:C8:9D:AD:91:B1:DB:44:5B:4C:9E:B5:C1:F9:A1:E4:AC:D3:61:E0:3A,898,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,venturebeat.com,Tech/Services
E6,21-Aug-24,19-Nov-24,56:46:61:F6:B3:A2:B2:4D:7A:98:C5:42:40:8D:99:BF:9B:56:3C:6A:EE:B0:84:B8:C5:76:1C:2B:D6:D7:D9:C3,930,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,9to5mac.com,Tech/Services
WE1,24-Jul-24,22-Oct-24,0B:74:A9:1F:35:F7:7D:01:A0:CB:CD:5C:25:A3:D0:96:A5:9D:1D:72:20:B0:F7:0F:54:F0:03:52:CD:8E:F8:67,939,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,betanews.com,Tech/Services
